file_id,archive,source_path,bytes,sha256,availability,disposition,canonical_path,canonical_sha256,reason,duplicate_of,transform,original_archive,original_archive_member
6a0440446b34710a5b6eda584813c1ea1564f5b3da7bba504d9bb206183ee71c,BIE_AST_001.zip,TASK_RESULT.json,217,d4560a7b64b35ee7888a27c0af1f39aa54bf125aef27024bc4fde4106d2733fb,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_001/TASK_RESULT.json,d4560a7b64b35ee7888a27c0af1f39aa54bf125aef27024bc4fde4106d2733fb,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
7758a7e4a31c47ca4e2e4166fc0d257bcc68fbd54a8a67417b63478e6f53a5c3,BIE_AST_001.zip,TEST_RESULT.txt,1348,bddd401758869e96e315b701a7a29aaf0a3ef6f2b4624a71e3f0c6baea7ad39d,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_001/TEST_RESULT.txt,bddd401758869e96e315b701a7a29aaf0a3ef6f2b4624a71e3f0c6baea7ad39d,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
2bcc5d37117cb49329d0327a9231f0f96940ceb9edceaaa3f49e79255e70f1b9,BIE_AST_001.zip,app/bie/math_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,MIGRATED,bie/math_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
8d9276307e603599341c6a264beea315c1571632ce0b54ab5faf1b4e157c979b,BIE_AST_001.zip,app/bie/math_intelligence/expression_ast.py,605,c36c5980be5c8bf7973429c3f9d781db5808a1f9da9963c7417ecf7fc69793b4,AVAILABLE_VERIFIED,MIGRATED,bie/math_intelligence/expression_ast.py,c36c5980be5c8bf7973429c3f9d781db5808a1f9da9963c7417ecf7fc69793b4,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
a008980538ff40f3068ce9744e85d64aba11c63118e5491b3813a4e643959833,BIE_AST_001.zip,docs/SPEC.md,234,78712def30426c682075ba7de33ea6b854e7bf5d83e9923a42017d773ff550ed,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_001/docs/SPEC.md,78712def30426c682075ba7de33ea6b854e7bf5d83e9923a42017d773ff550ed,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
4ad7a428df300be8ccfe51ec351eada5b786385b73cb640a4073e8a6025dd1b2,BIE_AST_001.zip,tests/test_ast_001.py,463,531e4c07fcf7802190bee41fa2947d3585baa6f9623a3da2aeb3aa12a1210bbb,AVAILABLE_VERIFIED,MIGRATED,tests/imported/BIE_AST_001/tests/test_ast_001.py,6d3eb3df69c627ca0d1e4155338f2bdb94216904c4ea208b04d9bbf565700776,Consolidated working regression test; original assertion bytes remain in snapshot,,documented_working_test_and_import_normalization,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_001.zip
4ae2fbb2f208e1c1da097e9e6c873d8b99c041623c7036813648a865b7a8f1e4,BIE_AST_002.zip,TASK_RESULT.json,223,4aec9bcd1366e9e2a7566090d8c2fe706c936909ba8d9816dc724839795834ed,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_002/TASK_RESULT.json,4aec9bcd1366e9e2a7566090d8c2fe706c936909ba8d9816dc724839795834ed,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
eb9995fa03f9ecd708f1e220cfb36d91ac60a31662e95cda74fa6954a50ab75d,BIE_AST_002.zip,TEST_RESULT.txt,1348,0fbc6393199b483b4323f67e8760c8400524e49dc79dacaace8399a3e5f9a147,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_002/TEST_RESULT.txt,0fbc6393199b483b4323f67e8760c8400524e49dc79dacaace8399a3e5f9a147,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
9a89814dabb2604a20908e8f027c1dbd18349ed813f579600a17ab93fc05fb99,BIE_AST_002.zip,app/bie/math_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,DUPLICATE_WITH_PROVENANCE,bie/math_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Byte-identical source at the same canonical destination,2bcc5d37117cb49329d0327a9231f0f96940ceb9edceaaa3f49e79255e70f1b9,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
7c4eaf0d08fdd78d530d4ff425acfe847b35abf30f9c5a18ade85efce6659520,BIE_AST_002.zip,app/bie/math_intelligence/equation_ast.py,442,3aa202b638c7c7ea8ae1b230ebb421c1b6955a6700a076db171890cbc2536beb,AVAILABLE_VERIFIED,MIGRATED,bie/math_intelligence/equation_ast.py,3aa202b638c7c7ea8ae1b230ebb421c1b6955a6700a076db171890cbc2536beb,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
b96eee5d36a212751c5ccce52f67251d75084214670d2dc0f7139a8081447881,BIE_AST_002.zip,docs/SPEC.md,240,df189dd2ca47baca805e2be94abf7659e4bb3d631cd227a1760c9a5cb271c415,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_002/docs/SPEC.md,df189dd2ca47baca805e2be94abf7659e4bb3d631cd227a1760c9a5cb271c415,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
6937b1bdfdff5bafed5612df45c575371796eb5052a805e7fbb997975f25b227,BIE_AST_002.zip,tests/test_ast_002.py,458,529555ec5e37824f7d55902dd6339e30b98db8f0a62d82ba7c21e8ce42f27565,AVAILABLE_VERIFIED,MIGRATED,tests/imported/BIE_AST_002/tests/test_ast_002.py,55102131b9e861eab68f8934c6f78386160c14b696898be78254146f57bb77da,Consolidated working regression test; original assertion bytes remain in snapshot,,documented_working_test_and_import_normalization,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_002.zip
6d5269a42a9383f1233cabc005d6fe7fe00a7445b9d0b4f3aba2375450ffadce,BIE_AST_003.zip,TASK_RESULT.json,217,d7f5195f3cfbb6449aac4d14d968d5c17ecba7f63b922611b3e98a8e63273a8e,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_003/TASK_RESULT.json,d7f5195f3cfbb6449aac4d14d968d5c17ecba7f63b922611b3e98a8e63273a8e,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_003.zip
b3b608a8058a4013ef02d516cd3f217ba2df92010099c9a324718de52673e35a,BIE_AST_003.zip,TEST_RESULT.txt,1362,d0862b4c5e61a312291af808e21f736156adc3f7a985541323905e5503ab596a,AVAILABLE_VERIFIED,ARCHIVED_EVIDENCE,batches/BIE_AST_003/TEST_RESULT.txt,d0862b4c5e61a312291af808e21f736156adc3f7a985541323905e5503ab596a,Immutable historical evidence; no production integration claimed,,none,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_003.zip
87911e840ef1ac2a63e7fb7fd26e0b41d92707e96f8e342610d2d8ca54965e0b,BIE_AST_003.zip,app/bie/math_intelligence/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,AVAILABLE_VERIFIED,DUPLICATE_WITH_PROVENANCE,bie/math_intelligence/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Byte-identical source at the same canonical destination,2bcc5d37117cb49329d0327a9231f0f96940ceb9edceaaa3f49e79255e70f1b9,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_003.zip
e28c80c63a2a48b15e1b582da3457be5e6443e0030c533f15eba584aa342f646,BIE_AST_003.zip,app/bie/math_intelligence/ast_validation.py,717,4047401b8f59054409b541a4df2a68e46b0a8f77fd21c0be2b9f2701275187a4,AVAILABLE_VERIFIED,MIGRATED,bie/math_intelligence/ast_validation.py,4047401b8f59054409b541a4df2a68e46b0a8f77fd21c0be2b9f2701275187a4,Integrated canonical source; prior documented working corrections retained,,path_only,backups/BIE_ORIGINAL_ARCHIVES_2026-09-09.zip,original-zips/BIE_AST_003.zip
